"('president', 'starbucks')",1
"('former', 'president')",1
"('ukraine', 'former')",1
"('assassinate', 'ukraine')",1
"('threatened', 'assassinate')",1
"('fund', 'call')",1
"('endowment', 'pay')",1
"('office', 'say')",1
"('pay', 'zero')",1
"('budget', 'office')",1
"('congressional', 'budget')",1
"('nonpartisan', 'congressional')",1
"('the', 'nonpartisan')",1
"('billion', 'the')",1
"('26', 'billion')",1
"('princeton', '26')",1
"('billion', 'princeton')",1
"('29', 'billion')",1
"('stanford', '29')",1
"('billion', 'stanford')",1
"('31', 'billion')",1
"('yale', '31')",1
"('tax', 'yale')",1
"('zero', 'tax')",1
"('fbi', 'spent')",1
"('spent', 'time')",1
"('time', 'investigating')",1
"('15', 'billion')",1
"('loan', 'forgiven')",1
"('ppp', 'loan')",1
"('whose', 'ppp')",1
"('congress', 'whose')",1
"('member', 'congress')",1
"('republican', 'member')",1
"('list', 'republican')",1
"('show', 'list')",1
"('claim', 'show')",1
"('image', 'claim')",1
"('started', 'image')",1
"('pandemic', 'started')",1
"('work', 'pandemic')",1
"('vaccine', 'work')",1
"('covid19', 'vaccine')",1
"('forgiven', '15')",1
"('billion', 'taxpayer')",1
"('investigating', 'jan')",1
"('taxpayer', 'money')",1
"('material', 'order')",1
"('reading', 'material')",1
"('donated', 'reading')",1
"('accept', 'donated')",1
"('book', 'accept')",1
"('purchase', 'book')",1
"('told', 'purchase')",1
"('teacher', 'told')",1
"('florida', 'teacher')",1
"('sarasota', 'florida')",1
"('purpose', 'sarasota')",1
"('used', 'purpose')",1
"('account', 'used')",1
"('sitting', 'account')",1
"('money', 'sitting')",1
"('show', 'covid19')",1
"('pfizerbiontech', 'show')",1
"('lawsuit', 'pfizerbiontech')",1
"('moderna', 'lawsuit')",1
"('flood', 'zone')",1
"('arizona', 'flood')",1
"('in', 'arizona')",1
"('control', 'in')",1
"('complete', 'control')",1
"('2021', 'complete')",1
"('6', '2021')",1
"('activated', 'jan')",1
"('guard', 'activated')",1
"('national', 'guard')",1
"('the', 'national')",1
"('911', 'the')",1
"('attack', '911')",1
"('capitol', 'attack')",1
"('6', 'capitol')",1
"('zone', 'fake')",1
"('fake', 'ballot')",1
"('ballot', 'student')",1
"('precise', 'location')",1
"('victim', 'moderna')",1
"('target', 'victim')",1
"('criminal', 'target')",1
"('used', 'criminal')",1
"('feature', 'used')",1
"('location', 'feature')",1
"('instagram', 'precise')",1
"('student', 'debt')",1
"('service', 'instagram')",1
"('revenue', 'service')",1
"('internal', 'revenue')",1
"('taxable', 'internal')",1
"('relief', 'taxable')",1
"('debt', 'relief')",1
"('rate', 'group')",1
