,index,0
83,"('pregnant', 'woman')",2
84,"('vaccine', 'pregnant')",2
85,"('budget', 'office')",2
86,"('supersized', 'staff')",2
87,"('say', 'supersized')",2
88,"('taxable', 'internal')",2
89,"('debt', 'relief')",2
90,"('ballot', 'student')",2
91,"('fake', 'ballot')",2
92,"('zone', 'fake')",2
93,"('flood', 'zone')",2
94,"('arizona', 'flood')",2
95,"('in', 'arizona')",2
96,"('control', 'in')",2
97,"('complete', 'control')",2
98,"('2021', 'complete')",2
99,"('6', '2021')",2
100,"('activated', 'jan')",2
101,"('guard', 'activated')",2
102,"('national', 'guard')",2
103,"('the', 'national')",2
104,"('911', 'the')",2
105,"('attack', '911')",2
106,"('relief', 'taxable')",2
107,"('internal', 'revenue')",2
108,"('scientist', 'gravely')",2
109,"('revenue', 'service')",2
110,"('pandemic', 'started')",2
111,"('work', 'pandemic')",2
112,"('vaccine', 'work')",2
113,"('covid19', 'vaccine')",2
114,"('show', 'covid19')",2
115,"('pfizerbiontech', 'show')",2
116,"('lawsuit', 'pfizerbiontech')",2
117,"('moderna', 'lawsuit')",2
118,"('victim', 'moderna')",2
119,"('target', 'victim')",2
120,"('criminal', 'target')",2
121,"('used', 'criminal')",2
122,"('feature', 'used')",2
123,"('location', 'feature')",2
124,"('precise', 'location')",2
125,"('instagram', 'precise')",2
126,"('service', 'instagram')",2
127,"('capitol', 'attack')",2
128,"('6', 'capitol')",2
129,"('investigating', 'jan')",2
130,"('time', 'investigating')",2
131,"('paid', 'tax')",2
132,"('american', 'paid')",2
133,"('innocent', 'american')",2
134,"('audit', 'innocent')",2
135,"('result', 'audit')",2
136,"('even', 'result')",2
137,"('would', 'even')",2
138,"('income', 'would')",2
139,"('regardless', 'income')",2
140,"('taxpayer', 'regardless')",2
141,"('all', 'taxpayer')",2
142,"('rise', 'all')",2
143,"('would', 'rise')",2
144,"('rate', 'would')",2
145,"('audit', 'rate')",2
146,"('irs', 'audit')",2
147,"('staff', 'irs')",2
148,"('tax', 'owe')",2
149,"('owe', 'irs')",2
150,"('irs', 'anything')",2
151,"('homicidal', 'sea')",2
152,"('spent', 'time')",2
153,"('fbi', 'spent')",2
154,"('the', 'fbi')",2
155,"('origin', 'the')",2
156,"('unknown', 'origin')",2
157,"('creature', 'unknown')",2
158,"('sea', 'creature')",2
159,"('home', 'homicidal')",2
160,"('anything', 'another')",2
161,"('also', 'home')",2
162,"('antarctica', 'also')",2
163,"('beneath', 'antarctica')",2
164,"('exist', 'beneath')",2
165,"('may', 'exist')",2
166,"('continent', 'may')",2
167,"('another', 'continent')",2
168,"('gravely', 'concerned')",2
169,"('ever', 'scientist')",2
170,"('america', 'announced')",2
171,"('summer', 'protect')",2
172,"('arson', 'attack')",2
173,"('targeted', 'arson')",2
174,"('church', 'targeted')",2
175,"('three', 'church')",2
176,"('public', 'three')",2
177,"('people', 'public')",2
178,"('gay', 'people')",2
179,"('think', 'gay')",2
180,"('michels', 'think')",2
181,"('tim', 'michels')",2
182,"('say', 'tim')",2
183,"('democrat', 'say')",2
184,"('voter', 'democrat')",2
185,"('disenfranchises', 'voter')",2
186,"('exhaustion', 'disenfranchises')",2
187,"('ballot', 'exhaustion')",2
188,"('process', 'ballot')",2
189,"('attack', 'summer')",2
190,"('protect', 'unborn')",2
191,"('thanks', 'convoluted')",2
192,"('unborn', 'baby')",2
193,"('member', 'congress')",2
194,"('sixtyfour', 'member')",2
195,"('pay', 'sixtyfour')",2
196,"('200k', 'pay')",2
197,"('making', '200k')",2
198,"('tax', 'making')",2
199,"('raising', 'tax')",2
200,"('forestry', 'raising')",2
201,"('urban', 'forestry')",2
202,"('billion', 'urban')",2
203,"('spending', '15')",2
204,"('warnock', 'spending')",2
205,"('raphael', 'warnock')",2
206,"('biden', 'raphael')",2
207,"('need', 'joe')",2
208,"('woman', 'need')",2
209,"('baby', 'woman')",2
210,"('convoluted', 'process')",2
211,"('republican', 'thanks')",2
212,"('faster', 'ever')",2
213,"('care', 'away')",2
214,"('stripping', 'health')",2
215,"('support', 'stripping')",2
216,"('barnes', 'support')",2
217,"('mandela', 'barnes')",2
218,"('say', 'mandela')",2
219,"('eligible', 'say')",2
220,"('hispanic', 'eligible')",2
221,"('black', 'hispanic')",2
222,"('but', 'black')",2
223,"('homebuyers', 'but')",2
224,"('firsttime', 'homebuyers')",2
225,"('program', 'firsttime')",2
226,"('loan', 'program')",2
227,"('home', 'loan')",2
228,"('mortgage', 'home')",2
229,"('new', 'mortgage')",2
230,"('announced', 'new')",2
231,"('health', 'care')",2
232,"('away', 'million')",2
233,"('voted', 'republican')",2
234,"('million', 'gov')",2
235,"('voter', 'voted')",2
236,"('alaska', 'voter')",2
237,"('60', 'alaska')",2
238,"('corporation', '60')",2
239,"('big', 'corporation')",2
240,"('million', 'big')",2
241,"('624', 'million')",2
242,"('away', '624')",2
243,"('giving', 'away')",2
244,"('billion', 'giving')",2
245,"('class', '15')",2
246,"('middle', 'class')",2
247,"('tax', 'middle')",2
248,"('raised', 'tax')",2
249,"('desantis', 'raised')",2
250,"('ron', 'desantis')",2
251,"('gov', 'ron')",2
252,"('congress', 'republican')",2
253,"('republican', 'democrat')",2
254,"('democrat', 'broken')",2
255,"('agent', 'police')",2
256,"('87000', 'new')",2
257,"('hiring', '87000')",2
258,"('irs', 'hiring')",2
259,"('the', 'irs')",2
260,"('lied', 'the')",2
261,"('biden', 'lied')",2
262,"('trump', 'biden')",2
263,"('targeting', 'trump')",2
264,"('fbi', 'targeting')",2
265,"('entire', 'fbi')",2
266,"('behind', 'entire')",2
267,"('house', 'behind')",2
268,"('white', 'house')",2
269,"('prove', 'white')",2
270,"('document', 'prove')",2
271,"('country', 'document')",2
272,"('pouring', 'country')",2
273,"('new', 'agent')",2
274,"('police', 'people')",2
275,"('broken', 'law')",2
276,"('people', 'owe')",2
277,"('spinning', 'faster')",2
278,"('started', 'spinning')",2
279,"('earth', 'started')",2
280,"('the', 'earth')",2
281,"('lie', 'the')",2
282,"('tell', 'lie')",2
283,"('right', 'tell')",2
284,"('legal', 'right')",2
285,"('sought', 'legal')",2
286,"('news', 'sought')",2
287,"('fox', 'news')",2
288,"('forgiven', 'fox')",2
289,"('loan', 'forgiven')",2
290,"('student', 'loan')",2
291,"('tax', 'student')",2
292,"('federal', 'tax')",2
293,"('owe', 'federal')",2
294,"('immigrant', 'pouring')",2
295,"('illegal', 'immigrant')",2
296,"('flood', 'illegal')",2
297,"('overwhelming', 'flood')",2
298,"('whipped', 'cream')",2
299,"('buy', 'whipped')",2
300,"('identification', 'buy')",2
301,"('show', 'identification')",2
302,"('need', 'show')",2
303,"('york', 'need')",2
304,"('new', 'york')",2
305,"('in', 'new')",2
306,"('anything', 'in')",2
307,"('refuse', 'anything')",2
308,"('washington', 'refuse')",2
309,"('yet', 'washington')",2
310,"('trading', 'yet')",2
311,"('stock', 'trading')",2
312,"('insider', 'stock')",2
313,"('stop', 'insider')",2
314,"('law', 'stop')",2
315,"('cream', 'vote')",2
316,"('vote', 'waterfueled')",2
317,"('waterfueled', 'car')",2
318,"('order', 'title')",2
319,"('stop', 'overwhelming')",2
320,"('patrol', 'stop')",2
321,"('border', 'patrol')",2
322,"('tool', 'border')",2
323,"('last', 'tool')",2
324,"('42', 'last')",2
325,"('title', '42')",2
326,"('health', 'order')",2
327,"('car', 'travel')",2
328,"('public', 'health')",2
329,"('the', 'public')",2
330,"('gallon', 'the')",2
331,"('22', 'gallon')",2
332,"('ny', '22')",2
333,"('la', 'ny')",2
334,"('travel', 'la')",2
335,"('started', 'bank')",1
