,index,0
70,"('reuters', 'the', 'secret')",6
71,"('bigger', 'cell', 'tesla')",6
72,"('produce', 'bigger', 'cell')",6
73,"('used', 'produce', 'bigger')",6
74,"('technique', 'used', 'produce')",6
75,"('big', 'cost', 'saving')",6
76,"('cost', 'saving', 'kick')",6
77,"('trouble', 'scaling', 'manufacturing')",6
78,"('kick', 'expert', 'told')",5
79,"('expert', 'told', 'reuters')",5
80,"('new', 'technology', 'that')",5
81,"('saving', 'kick', 'expert')",5
82,"('microchip', 'tesla', 'akan')",4
83,"('ceo', 'elon', 'musk')",4
84,"('s', 'drycoating', 'technique')",4
85,"('that', 's', 'drycoating')",4
86,"('technology', 'that', 's')",4
87,"('vergleich', 'zu', 'den')",3
88,"('musk', 'shanghai', 's')",3
89,"('via', 'getty', 'image')",3
90,"('tesla', 'model', 'x')",3
91,"('s', 'mayor', 'ying')",3
92,"('shanghai', 's', 'mayor')",3
93,"('ying', 'yong', 'attend')",3
94,"('yong', 'attend', 'opening')",3
95,"('attend', 'opening', 'ceremony')",3
96,"('opening', 'ceremony', 'tesla')",3
97,"('elon', 'musk', 'shanghai')",3
98,"('shirouzu', 'paul', 'lienert')",3
99,"('ist', 'fur', 'anleger')",3
100,"('chinamade', 'model', 'y')",3
101,"('model', 'y', 'program')",3
102,"('y', 'program', 'shanghai')",3
103,"('inc', 'ceo', 'elon')",3
104,"('tesla', 'inc', 'ceo')",3
105,"('by', 'norihiko', 'shirouzu')",3
106,"('norihiko', 'shirouzu', 'paul')",3
107,"('im', 'vergleich', 'zu')",3
108,"('mayor', 'ying', 'yong')",3
109,"('tesla', 'model', 'y')",3
110,"('tesla', 'energy', 'storage')",3
111,"('time', '05', 'september')",2
112,"('haben', 'der', 'beitrag')",2
113,"('doch', 'welche', 'auswirkungen')",2
114,"('welche', 'auswirkungen', 'kann')",2
115,"('auswirkungen', 'kann', 'da')",2
116,"('kann', 'da', 'auf')",2
117,"('da', 'auf', 'den')",2
118,"('auf', 'den', 'aktienkurs')",2
119,"('den', 'aktienkurs', 'haben')",2
120,"('aktienkurs', 'haben', 'der')",2
121,"('4680', 'battery', 'cell')",2
122,"('der', 'beitrag', 'tesla')",2
123,"('05', 'september', '2022')",2
124,"('die', 'sie', 'beachten')",2
125,"('ark', 'innovation', 'etf')",2
126,"('erschien', 'zuerst', 'auf')",2
127,"('zuerst', 'auf', 'hebelscheinspekulant')",2
128,"('6', 'reuters', 'the')",2
129,"('sept', '6', 'reuters')",2
130,"('na', 'ifa', 'sajmu')",2
131,"('tesla', 'launched', 'recruitment')",2
132,"('launched', 'recruitment', 'drive')",2
133,"('teslachef', 'elon', 'musk')",2
134,"('gesplittet', 'doch', 'welche')",2
135,"('aktien', 'gesplittet', 'doch')",2
136,"('seine', 'aktien', 'gesplittet')",2
137,"('beachten', 'mussen', 'diese')",2
138,"('mussen', 'diese', 'prognose')",2
139,"('diese', 'prognose', 'ist')",2
140,"('prognose', 'ist', 'fur')",2
141,"('microchip', 'dengan', 'kekuatan')",2
142,"('fur', 'anleger', 'von')",2
143,"('anleger', 'von', 'tesla')",2
144,"('von', 'tesla', 'extrem')",2
145,"('tesla', 'extrem', 'wichtig')",2
146,"('extrem', 'wichtig', 'deshalb')",2
147,"('wichtig', 'deshalb', 'wollen')",2
148,"('deshalb', 'wollen', 'wir')",2
149,"('wollen', 'wir', 'sie')",2
150,"('wir', 'sie', 'ihnen')",2
151,"('sie', 'ihnen', 'jetzt')",2
152,"('ihnen', 'jetzt', 'sofort')",2
153,"('jetzt', 'sofort', 'zeigen')",2
154,"('sofort', 'zeigen', 'tesla')",2
155,"('zeigen', 'tesla', 'hat')",2
156,"('tesla', 'hat', 'seine')",2
157,"('hat', 'seine', 'aktien')",2
158,"('tech', 'time', '05')",2
159,"('elektroautopionier', 'um', 'den')",2
160,"('dengan', 'kekuatan', 'pemrosesan')",2
161,"('level', 'tertinggi', 'dalam')",2
162,"('dalam', 'beberapa', 'tahun')",2
163,"('beberapa', 'tahun', 'mendatang')",2
164,"('file', 'photo', 'tesla')",2
165,"('photo', 'tesla', 'inc')",2
166,"('dalam', '11', 'tahun')",2
167,"('detik', 'dalam', '11')",2
168,"('vanarama', 'menganalisis', 'kekuatan')",2
169,"('menganalisis', 'kekuatan', 'pemrosesan')",2
170,"('kekuatan', 'pemrosesan', 'microchip')",2
171,"('pemrosesan', 'microchip', 'tesla')",2
172,"('microchip', 'tesla', 'dan')",2
173,"('tesla', 'dan', 'menemukan')",2
174,"('dan', 'menemukan', 'microchip')",2
175,"('menemukan', 'microchip', 'tesla')",2
176,"('tesla', 'akan', 'melampaui')",2
177,"('akan', 'melampaui', 'otak')",2
178,"('melampaui', 'otak', 'manusia')",2
179,"('otak', 'manusia', '1')",2
180,"('manusia', '1', 'kuadriliun')",2
181,"('1', 'kuadriliun', 'operasi')",2
182,"('kuadriliun', 'operasi', 'per')",2
183,"('tertinggi', 'dalam', 'beberapa')",2
184,"('mencapai', 'level', 'tertinggi')",2
185,"('kekuatan', 'pemrosesan', 'yang')",2
186,"('akan', 'mencapai', 'level')",2
187,"('pemrosesan', 'yang', 'kuat')",2
188,"('yang', 'kuat', 'namun')",2
189,"('kuat', 'namun', 'inovasi')",2
190,"('namun', 'inovasi', 'tesla')",2
191,"('inovasi', 'tesla', 'tampaknya')",2
192,"('tesla', 'tampaknya', 'tidak')",2
193,"('tampaknya', 'tidak', 'akan')",2
194,"('tidak', 'akan', 'berhenti')",2
195,"('akan', 'berhenti', 'di')",2
196,"('january', '7', '2020')",2
197,"('berhenti', 'di', 'microchip')",2
198,"('di', 'microchip', 'yang')",2
199,"('microchip', 'yang', 'sekadar')",2
200,"('yang', 'sekadar', 'kuat')",2
201,"('sekadar', 'kuat', 'menurut')",2
202,"('kuat', 'menurut', 'laporan')",2
203,"('menurut', 'laporan', 'terbaru')",2
204,"('laporan', 'terbaru', 'pengembangan')",2
205,"('terbaru', 'pengembangan', 'microchip')",2
206,"('pengembangan', 'microchip', 'tesla')",2
207,"('tesla', 'akan', 'mencapai')",2
208,"('sie', 'beachten', 'mussen')",2
209,"('chip', 'dan', 'microchip')",2
210,"('dan', 'microchip', 'dengan')",2
211,"('auf', 'einen', 'marktanteil')",2
212,"('tesla', 'kame', 'auf')",2
213,"('electric', 'vehicle', 'company')",2
214,"('faktor', '13', 'wachsen')",2
215,"('fur', 'alle', 'aktionare')",2
216,"('alle', 'aktionare', 'von')",2
217,"('aktionare', 'von', 'tesla')",2
218,"('von', 'tesla', 'gibt')",2
219,"('tesla', 'gibt', 'e')",2
220,"('gibt', 'e', 'aktuell')",2
221,"('e', 'aktuell', 'eine')",2
222,"('aktuell', 'eine', 'eilmeldung')",2
223,"('eine', 'eilmeldung', 'die')",2
224,"('eilmeldung', 'die', 'sie')",2
225,"('die', 'sie', 'jetzt')",2
226,"('sie', 'jetzt', 'unbedingt')",2
227,"('jetzt', 'unbedingt', 'anschauen')",2
228,"('13', 'wachsen', 'tesla')",2
229,"('anschauen', 'mussen', 'e')",2
230,"('type', '2', 'cable')",2
231,"('wachsen', 'tesla', 'musste')",2
232,"('tesla', 'musste', 'noch')",2
233,"('kame', 'auf', 'einen')",2
234,"('einen', 'marktanteil', 'von')",2
235,"('der', 'elektroautopionier', 'um')",2
236,"('marktanteil', 'von', 'einem')",2
237,"('wurde', 'der', 'elektroautopionier')",2
238,"('jahr', 'wurde', 'der')",2
239,"('diesem', 'jahr', 'wurde')",2
240,"('teslaauslieferungen', 'diesem', 'jahr')",2
241,"('millionen', 'teslaauslieferungen', 'diesem')",2
242,"('15', 'millionen', 'teslaauslieferungen')",2
243,"('angepeilten', '15', 'millionen')",2
244,"('den', 'angepeilten', '15')",2
245,"('zu', 'den', 'angepeilten')",2
246,"('um', 'den', 'faktor')",2
247,"('den', 'faktor', '13')",2
248,"('heute', 'im', 'vergleich')",2
249,"('hersteller', 'heute', 'im')",2
250,"('groten', 'hersteller', 'heute')",2
251,"('die', 'groten', 'hersteller')",2
252,"('wie', 'die', 'groten')",2
253,"('viel', 'wie', 'die')",2
254,"('doppelt', 'viel', 'wie')",2
255,"('funftel', 'doppelt', 'viel')",2
256,"('einem', 'funftel', 'doppelt')",2
257,"('von', 'einem', 'funftel')",2
258,"('musste', 'noch', 'sieben')",2
259,"('noch', 'sieben', 'oder')",2
260,"('la', 'tesla', 'model')",2
261,"('sieben', 'oder', 'acht')",2
262,"('lebih', 'pintar', 'lagi')",2
263,"('pintar', 'lagi', 'bahkan')",2
264,"('lagi', 'bahkan', 'lebih')",2
265,"('bahkan', 'lebih', 'dari')",2
266,"('lebih', 'dari', 'manusia')",2
267,"('tahun', 'tepatnya', '2033')",2
268,"('11', 'tahun', 'tepatnya')",2
269,"('saat', 'ini', 'satu')",2
270,"('ini', 'satu', 'mobil')",2
271,"('satu', 'mobil', 'tesla')",2
272,"('mobil', 'tesla', 'menggunakan')",2
273,"('tesla', 'menggunakan', 'beberapa')",2
274,"('menggunakan', 'beberapa', 'chip')",2
275,"('e', 'sind', 'komplett')",2
276,"('close', 'tie', 'tesla')",2
277,"('sind', 'komplett', 'neue')",2
278,"('komplett', 'neue', 'hintergrunde')",2
279,"('12', 'battery', 'expert')",2
280,"('neue', 'hintergrunde', 'die')",2
281,"('hintergrunde', 'die', 'sie')",2
282,"('beberapa', 'chip', 'dan')",2
283,"('mussen', 'e', 'sind')",2
284,"('akan', 'lebih', 'pintar')",2
285,"('tesla', 'akan', 'lebih')",2
286,"('au', 'dem', 'boden')",2
287,"('oder', 'acht', 'weitere')",2
288,"('acht', 'weitere', 'gigafabriken')",2
289,"('6', 'september', '2022')",2
290,"('edt', '6', 'september')",2
291,"('0102', 'edt', '6')",2
292,"('weitere', 'gigafabriken', 'zur')",2
293,"('gigafabriken', 'zur', 'batterieproduktion')",2
294,"('zur', 'batterieproduktion', 'au')",2
295,"('batterieproduktion', 'au', 'dem')",2
296,"('dem', 'boden', 'stampfen')",2
297,"('mobil', 'tesla', 'akan')",2
298,"('boden', 'stampfen', 'jahrlich')",2
299,"('stampfen', 'jahrlich', 'eine')",2
300,"('sebuah', 'studi', 'baru')",2
301,"('studi', 'baru', 'oleh')",2
302,"('baru', 'oleh', 'perusahaan')",2
303,"('oleh', 'perusahaan', 'leasing')",2
304,"('perusahaan', 'leasing', 'vanarama')",2
305,"('leasing', 'vanarama', 'mengungkapkan')",2
306,"('nanti', 'mobil', 'tesla')",2
307,"('inflation', 'reduction', 'act')",2
308,"('unbedingt', 'anschauen', 'mussen')",2
309,"('asia', 'specifically', 'thailand')",2
310,"('u', 'amazing', 'quite')",2
311,"('tuesday', 'morning', 'this')",2
312,"('morning', 'this', 'one')",2
313,"('this', 'one', 'tax')",2
314,"('southeast', 'asia', 'specifically')",2
315,"('one', 'tax', 'credit')",2
316,"('tax', 'credit', 'electric')",2
317,"('credit', 'electric', 'vehicle')",2
318,"('electric', 'vehicle', 'purchase')",2
319,"('vehicle', 'purchase', 'boost')",2
320,"('purchase', 'boost', 'demand')",2
321,"('boost', 'demand', 'new')",2
322,"('demand', 'new', 'ev')",2
323,"('new', 'ev', 'car')",2
324,"('ev', 'car', 'sale')",2
325,"('car', 'sale', 'wolfe')",2
326,"('sale', 'wolfe', 'research')",2
327,"('wolfe', 'research', 'analyst')",2
328,"('research', 'analyst', 'rod')",2
329,"('model', '3', 'und')",2
330,"('3', 'und', 'model')",2
331,"('und', 'model', 'y')",2
332,"('analyst', 'rod', 'lache')",2
333,"('rod', 'lache', 'upgraded')",2
334,"('lache', 'upgraded', 'share')",2
335,"('upgraded', 'share', 'ev')",2
336,"('upgrade', 'tuesday', 'morning')",2
337,"('another', 'upgrade', 'tuesday')",2
338,"('picked', 'another', 'upgrade')",2
339,"('teslaaktie', 'komplett', 'kostenlos')",2
340,"('manufacturer', 'accustomed', 'u')",2
341,"('car', 'manufacturer', 'accustomed')",2
342,"('batteryelectric', 'car', 'manufacturer')",2
343,"('largest', 'batteryelectric', 'car')",2
344,"('s', 'largest', 'batteryelectric')",2
345,"('world', 's', 'largest')",2
346,"('pioneer', 'world', 's')",2
347,"('ev', 'pioneer', 'world')",2
348,"('tesla', 'ev', 'pioneer')",2
349,"('kostenlos', 'handeln', 'auf')",2
350,"('komplett', 'kostenlos', 'handeln')",2
351,"('lesen', 'teslaaktie', 'komplett')",2
352,"('stock', 'picked', 'another')",2
353,"('artikel', 'lesen', 'teslaaktie')",2
354,"('vollstandigen', 'artikel', 'lesen')",2
355,"('den', 'vollstandigen', 'artikel')",2
356,"('tesla', 'semi', 'sighting')",2
357,"('abstand', 'zum', 'allzeithoch')",2
358,"('patrick', 't', 'fallonafp')",2
359,"('t', 'fallonafp', 'via')",2
360,"('fallonafp', 'via', 'getty')",2
361,"('getty', 'image', 'tesla')",2
362,"('image', 'tesla', 'stock')",2
363,"('tesla', 'stock', 'picked')",2
364,"('share', 'ev', 'giant')",2
365,"('ev', 'giant', 'buy')",2
366,"('giant', 'buy', 'hold')",2
367,"('tesla', 's', 'chinamade')",2
368,"('p', '500', 'dow')",2
369,"('500', 'dow', 'jones')",2
370,"('dow', 'jones', 'industrial')",2
371,"('jones', 'industrial', 'average')",2
372,"('industrial', 'average', 'future')",2
373,"('de', 'echipamente', 'pentru')",2
374,"('echipamente', 'pentru', 'stocarea')",2
375,"('pentru', 'stocarea', 'energiei')",2
376,"('average', 'future', '0')",2
377,"('future', '0', 'tesla')",2
378,"('energy', 'storage', 'va')",2
379,"('ceremony', 'tesla', 's')",2
380,"('tuesday', 's', 'p')",2
381,"('milioane', 'de', 'euro')",2
382,"('percent', 'car', 's')",2
383,"('8', 'percent', 'car')",2
384,"('saving', '8', 'percent')",2
385,"('va', 'construi', 'fabrica')",2
386,"('told', 'reuters', 'the')",2
387,"('home', 'battery', 'pack')",2
388,"('s', 'model', 'x')",2
389,"('model', 's', 'model')",2
390,"('used', 'model', 's')",2
391,"('september', '5', '2022')",2
392,"('s', 'p', '500')",2
393,"('trading', 'tuesday', 's')",2
394,"('buy', 'hold', 'he')",2
395,"('360', 'share', 't')",2
396,"('hold', 'he', 'nt')",2
397,"('he', 'nt', 'official')",2
398,"('nt', 'official', 'price')",2
399,"('official', 'price', 'target')",2
400,"('price', 'target', 'hold')",2
401,"('target', 'hold', 'rating')",2
402,"('hold', 'rating', 'now')",2
403,"('rating', 'now', 'price')",2
404,"('now', 'price', 'target')",2
405,"('price', 'target', '360')",2
406,"('target', '360', 'share')",2
407,"('share', 't', 'esla')",2
408,"('premarket', 'trading', 'tuesday')",2
409,"('t', 'esla', 'stock')",2
410,"('esla', 'stock', 'closed')",2
411,"('stock', 'closed', 'past')",2
412,"('closed', 'past', 'week')",2
413,"('past', 'week', '27021')",2
414,"('week', '27021', 'tesla')",2
415,"('27021', 'tesla', 'ticker')",2
416,"('tesla', 'ticker', 'tsla')",2
417,"('ticker', 'tsla', '08')",2
418,"('tsla', '08', 'premarket')",2
419,"('08', 'premarket', 'trading')",2
420,"('accustomed', 'u', 'amazing')",2
421,"('operasi', 'per', 'detik')",2
422,"('amazing', 'quite', 'consistent')",2
423,"('roadster', 'car', 'delivered')",2
424,"('delivered', '2008', 'that')",2
425,"('expanded', 'thousand', 'unit')",2
426,"('per', 'detik', 'dalam')",2
427,"('thousand', 'unit', '2012')",2
428,"('unit', '2012', '936000')",2
429,"('quite', 'consistent', 'growth')",2
430,"('2012', '936000', '2021')",2
431,"('told', 'reuters', 'tesla')",2
432,"('china', 'january', '7')",2
433,"('tesla', 's', 'new')",2
434,"('shanghai', 'china', 'january')",2
435,"('lienert', 'reuters', 'the')",2
436,"('paul', 'lienert', 'reuters')",2
437,"('s', 'chinamade', 'model')",2
438,"('2008', 'that', 'give')",2
439,"('that', 'give', 'u')",2
440,"('give', 'u', 'glimpse')",2
441,"('u', 'glimpse', 'significantly')",2
442,"('glimpse', 'significantly', 'company')",2
443,"('significantly', 'company', 'expanded')",2
444,"('program', 'shanghai', 'china')",2
445,"('car', 'delivered', '2008')",2
446,"('company', 'expanded', 'thousand')",2
447,"('tesla', 'roadster', 'car')",2
448,"('delivery', 'year', 'since')",2
449,"('first', 'tesla', 'roadster')",2
450,"('real', 'scale', 'background')",2
451,"('3d', 'real', 'scale')",2
452,"('2014', '3d', 'real')",2
453,"('since', '2014', '3d')",2
454,"('year', 'since', '2014')",2
455,"('production', 'delivery', 'year')",2
456,"('large', 'city', 'tesla')",2
457,"('vehicle', 'production', 'delivery')",2
458,"('tesla', 'vehicle', 'production')",2
459,"('presentation', 'tesla', 'vehicle')",2
460,"('here', 'presentation', 'tesla')",2
461,"('growth', 'here', 'presentation')",2
462,"('consistent', 'growth', 'here')",2
463,"('background', 'large', 'city')",2
464,"('scale', 'background', 'large')",2
465,"('city', 'tesla', 'started')",2
466,"('tesla', 'started', '2003')",2
467,"('started', '2003', 'first')",2
468,"('2003', 'first', 'tesla')",2
469,"('16', 'position', 'ranging')",1
470,"('papier', 'freitag', 'im')",1
471,"('s', 'website', 'monday')",1
472,"('manager', 'vehicle', 'technician')",1
473,"('service', 'manager', 'vehicle')",1
474,"('manager', 'service', 'manager')",1
475,"('store', 'manager', 'service')",1
476,"('website', 'monday', 'sept')",1
477,"('zuge', 'de', 'schwachen')",1
478,"('im', 'zuge', 'de')",1
479,"('manager', 'store', 'manager')",1
480,"('freitag', 'im', 'zuge')",1
481,"('business', 'development', 'manager')",1
482,"('development', 'manager', 'store')",1
483,"('position', 'ranging', 'public')",1
484,"('policy', 'business', 'development')",1
485,"('public', 'policy', 'business')",1
486,"('technician', 'adviser', 'the')",1
487,"('monday', 'sept', '5')",1
488,"('sept', '5', 'advertising')",1
489,"('5', 'advertising', '16')",1
490,"('tesla', 's', 'website')",1
491,"('advertising', '16', 'position')",1
492,"('ranging', 'public', 'policy')",1
493,"('vehicle', 'technician', 'adviser')",1
494,"('operate', 'thai', 'business')",1
495,"('adviser', 'the', 'move')",1
496,"('tesla', 'among', 'biggest')",1
497,"('generation', 'initial', 'registered')",1
498,"('initial', 'registered', 'capital')",1
499,"('registered', 'capital', '3')",1
500,"('capital', '3', 'million')",1
501,"('3', 'million', 'baht')",1
502,"('million', 'baht', 'tesla')",1
503,"('baht', 'tesla', 'among')",1
504,"('among', 'biggest', 'success')",1
505,"('the', 'move', 'come')",1
506,"('biggest', 'success', 'story')",1
507,"('success', 'story', 'recent')",1
508,"('story', 'recent', 'year')",1
509,"('recent', 'year', 'it')",1
510,"('year', 'it', 'market')",1
511,"('it', 'market', 'cap')",1
512,"('market', 'cap', 'surpassed')",1
513,"('energy', 'generation', 'initial')",1
514,"('storage', 'energy', 'generation')",1
515,"('energy', 'storage', 'energy')",1
516,"('mounted', 'energy', 'storage')",1
517,"('move', 'come', 'tesla')",1
518,"('come', 'tesla', 'registered')",1
519,"('tesla', 'registered', 'company')",1
520,"('registered', 'company', 'thailand')",1
521,"('company', 'thailand', 'april')",1
522,"('thailand', 'april', '25')",1
523,"('april', '25', 'tesla')",1
524,"('25', 'tesla', 'said')",1
525,"('tesla', 'said', 'operate')",1
526,"('said', 'operate', 'thai')",1
527,"('market', 'thailand', 'tesla')",1
528,"('thai', 'business', 'related')",1
529,"('business', 'related', 'ev')",1
530,"('related', 'ev', 'mounted')",1
531,"('ev', 'mounted', 'energy')",1
532,"('thailand', 'tesla', 's')",1
533,"('the', 'nationasia', 'news')",1
534,"('ev', 'market', 'thailand')",1
535,"('unter', 'druck', 'geraten')",1
536,"('stock', 'market', 'year')",1
537,"('sector', 'stock', 'market')",1
538,"('worstperforming', 'sector', 'stock')",1
539,"('one', 'worstperforming', 'sector')",1
540,"('technology', 'one', 'worstperforming')",1
541,"('geraten', 'technology', 'one')",1
542,"('druck', 'geraten', 'technology')",1
543,"('gesamtmarkts', 'unter', 'druck')",1
544,"('de', 'schwachen', 'gesamtmarkts')",1
545,"('schwachen', 'gesamtmarkts', 'unter')",1
546,"('investment', 'management', 'flagship')",1
547,"('management', 'flagship', 'ark')",1
548,"('flagship', 'ark', 'innovation')",1
549,"('innovation', 'etf', 'arkk')",1
550,"('etf', 'arkk', '271')",1
551,"('arkk', '271', 'lost')",1
552,"('market', 'year', 'stark')",1
553,"('ark', 'investment', 'management')",1
554,"('year', 'stark', 'contrast')",1
555,"('stark', 'contrast', 'monster')",1
556,"('tech', 'investor', 'cathie')",1
557,"('investor', 'cathie', 'wood')",1
558,"('cathie', 'wood', 'escaped')",1
559,"('wood', 'escaped', 'carnage')",1
560,"('escaped', 'carnage', 'wood')",1
561,"('carnage', 'wood', 'head')",1
562,"('prolific', 'tech', 'investor')",1
563,"('even', 'prolific', 'tech')",1
564,"('not', 'even', 'prolific')",1
565,"('2021', 'not', 'even')",1
566,"('wood', 'head', 'ark')",1
567,"('head', 'ark', 'investment')",1
568,"('gain', '2020', '2021')",1
569,"('monster', 'gain', '2020')",1
570,"('contrast', 'monster', 'gain')",1
571,"('271', 'lost', '57')",1
572,"('lost', '57', 'value')",1
573,"('57', 'value', 'year')",1
574,"('doubled', 'since', 'inception')",1
575,"('inception', '2014', 'bangkok')",1
576,"('2014', 'bangkok', 'the')",1
577,"('bangkok', 'the', 'nationasia')",1
578,"('nationasia', 'news', 'network')",1
579,"('news', 'network', 'electric')",1
580,"('network', 'electric', 'vehicle')",1
581,"('electric', 'vehicle', 'maker')",1
582,"('vehicle', 'maker', 'tesla')",1
583,"('maker', 'tesla', 'launched')",1
584,"('recruitment', 'drive', 'bangkok')",1
585,"('drive', 'bangkok', 'part')",1
586,"('bangkok', 'part', 'plan')",1
587,"('part', 'plan', 'penetrate')",1
588,"('plan', 'penetrate', 'ev')",1
589,"('penetrate', 'ev', 'market')",1
590,"('since', 'inception', '2014')",1
591,"('still', 'doubled', 'since')",1
592,"('value', 'year', 'ark')",1
593,"('year', 'still', 'doubled')",1
594,"('year', 'ark', 'known')",1
595,"('ark', 'known', 'investing')",1
596,"('known', 'investing', 'innovative')",1
597,"('investing', 'innovative', 'company')",1
598,"('innovative', 'company', 'longterm')",1
599,"('company', 'longterm', 'time')",1
600,"('longterm', 'time', 'horizon')",1
601,"('time', 'horizon', 'despite')",1
602,"('horizon', 'despite', 'ark')",1
603,"('despite', 'ark', 'innovation')",1
604,"('innovation', 'etf', 'suffering')",1
605,"('etf', 'suffering', 'steep')",1
606,"('suffering', 'steep', 'loss')",1
607,"('steep', 'loss', 'year')",1
608,"('loss', 'year', 'still')",1
609,"('2020', '2021', 'not')",1
610,"('tesla', 'owner', 'claim')",1
611,"('da', 'papier', 'freitag')",1
612,"('populer', 'otomobil', 'firmalarndan')",1
613,"('muskn', 'farkl', 'dallarda')",1
614,"('elon', 'muskn', 'farkl')",1
615,"('otomobilleri', 'elon', 'muskn')",1
616,"('urettigi', 'otomobilleri', 'elon')",1
617,"('odakl', 'urettigi', 'otomobilleri')",1
618,"('teknoloji', 'odakl', 'urettigi')",1
619,"('guc', 'teknoloji', 'odakl')",1
620,"('maksimum', 'guc', 'teknoloji')",1
621,"('populerligini', 'maksimum', 'guc')",1
622,"('bu', 'populerligini', 'maksimum')",1
623,"('tanesi', 'bu', 'populerligini')",1
624,"('bir', 'tanesi', 'bu')",1
625,"('firmalarndan', 'bir', 'tanesi')",1
626,"('otomobil', 'firmalarndan', 'bir')",1
627,"('en', 'populer', 'otomobil')",1
628,"('dallarda', 'olan', 'aktifliginden')",1
629,"('gunumuzdeki', 'en', 'populer')",1
630,"('tesla', 'gunumuzdeki', 'en')",1
631,"('reuters', 'tesla', 'gunumuzdeki')",1
632,"('alone', 'the', 'secret')",1
633,"('2020', 'alone', 'the')",1
634,"('pack', '2020', 'alone')",1
635,"('battery', 'pack', '2020')",1
636,"('100000', 'home', 'battery')",1
637,"('deployed', '100000', 'home')",1
638,"('powerwalls', 'deployed', '100000')",1
639,"('100000', 'powerwalls', 'deployed')",1
640,"('first', '100000', 'powerwalls')",1
641,"('deploy', 'first', '100000')",1
642,"('year', 'deploy', 'first')",1
643,"('farkl', 'dallarda', 'olan')",1
644,"('olan', 'aktifliginden', 'alyor')",1
645,"('tesla', 'five', 'year')",1
646,"('efsanevi', 'ozellikleri', 'bununla')",1
647,"('birlikte', 'yantlams', 'olacagz')",1
648,"('icerigimizle', 'birlikte', 'yantlams')",1
649,"('bu', 'icerigimizle', 'birlikte')",1
650,"('da', 'bu', 'icerigimizle')",1
651,"('sorular', 'da', 'bu')",1
652,"('gibi', 'sorular', 'da')",1
653,"('kadar', 'gibi', 'sorular')",1
654,"('ne', 'kadar', 'gibi')",1
655,"('turkiyede', 'ne', 'kadar')",1
656,"('x', 'turkiyede', 'ne')",1
657,"('model', 'x', 'turkiyede')",1
658,"('birlikte', 'tesla', 'model')",1
659,"('bununla', 'birlikte', 'tesla')",1
660,"('ozellikleri', 'bununla', 'birlikte')",1
661,"('onun', 'efsanevi', 'ozellikleri')",1
662,"('aktifliginden', 'alyor', 'farkl')",1
663,"('x', 'onun', 'efsanevi')",1
664,"('model', 'x', 'onun')",1
665,"('konusu', 'tesla', 'model')",1
666,"('bugunun', 'konusu', 'tesla')",1
