,index,0
323,"('tour', 'de')",1
324,"('2022', 'tour')",1
325,"('sponsor', '2022')",1
326,"('investable', 'sponsor')",1
327,"('summary', 'investable')",1
328,"('compiled', 'summary')",1
329,"('finally', 'compiled')",1
330,"('i', 'finally')",1
331,"('finish', 'i')",1
332,"('month', 'finish')",1
333,"('a', 'month')",1
334,"('introduction', 'a')",1
335,"('image', 'introduction')",1
336,"('razvanistock', 'editorial')",1
337,"('char', 'razvanistock')",1
338,"('5583', 'char')",1
339,"('acqui', '5583')",1
340,"('vehicle', 'mandate')",1
341,"('edrive40', 'ownership')",1
342,"('middleclass', 'american')",1
343,"('next', 'local')",1
344,"('amp', 'q')",1
345,"('b', 'amp')",1
346,"('see', 'b')",1
347,"('might', 'see')",1
348,"('you', 'might')",1
349,"('moment', 'you')",1
350,"('street', 'moment')",1
351,"('high', 'street')",1
352,"('along', 'high')",1
353,"('going', 'along')",1
354,"('thing', 'going')",1
355,"('interesting', 'thing')",1
356,"('there', 'interesting')",1
357,"('char', 'there')",1
358,"('7809', 'char')",1
359,"('news', '7809')",1
360,"('promise', 'the')",1
361,"('battery', 'promise')",1
362,"('s', 'battery')",1
363,"('keep', 'musk')",1
364,"('drive', 'keep')",1
365,"('s', 'drive')",1
366,"('inside', 'tesla')",1
367,"('char', 'inside')",1
368,"('6003', 'char')",1
369,"('biggest', '6003')",1
370,"('1697', 'char')",1
371,"('h', '1697')",1
372,"('musk', 'h')",1
373,"('q', 'next')",1
374,"('local', 'coffee')",1
375,"('obvious', 'middleclass')",1
376,"('coffee', 'shop')",1
377,"('looking', '375')",1
378,"('family', 'looking')",1
379,"('glazer', 'family')",1
380,"('report', 'glazer')",1
381,"('amid', 'report')",1
382,"('trading', 'amid')",1
383,"('premarket', 'trading')",1
384,"('17', 'premarket')",1
385,"('rose', '17')",1
386,"('manu', 'rose')",1
387,"('nyse', 'manu')",1
388,"('united', 'nyse')",1
389,"('manchester', 'united')",1
390,"('image', 'manchester')",1
391,"('coward_lionistock', 'editorial')",1
392,"('char', 'coward_lionistock')",1
393,"('5454', 'char')",1
394,"('i', '5454')",1
395,"('soon', 'i')",1
396,"('street', 'soon')",1
397,"('oxford', 'street')",1
398,"('van', 'oxford')",1
399,"('nike', 'van')",1
400,"('next', 'nike')",1
401,"('ikea', 'next')",1
402,"('new', 'ikea')",1
403,"('or', 'new')",1
404,"('odd', 'or')",1
405,"('shop', 'odd')",1
406,"('seen', 'elon')",1
407,"('movie', 'seen')",1
408,"('worst', 'movie')",1
409,"('one', 'worst')",1
410,"('next', 'month')",1
411,"('court', 'next')",1
412,"('head', 'court')",1
413,"('battle', 'head')",1
414,"('musk', 'battle')",1
415,"('twitterelon', 'musk')",1
416,"('a', 'twitterelon')",1
417,"('1676', 'char')",1
418,"('emerged', '1676')",1
419,"('news', 'emerged')",1
420,"('the', 'news')",1
421,"('show', 'the')",1
422,"('forthcoming', 'show')",1
423,"('one', 'forthcoming')",1
424,"('open', 'one')",1
425,"('invited', 'open')",1
426,"('rock', 'invited')",1
427,"('chris', 'rock')",1
428,"('comedian', 'chris')",1
429,"('revealed', 'comedian')",1
430,"('sunday', 'revealed')",1
431,"('musk', 'sunday')",1
432,"('announcement', 'tesla')",1
433,"('s', 'announcement')",1
434,"('mr', 'musk')",1
435,"('react', 'mr')",1
436,"('quick', 'react')",1
437,"('user', 'quick')",1
438,"('internet', 'user')",1
439,"('month', 'social')",1
440,"('medium', 'company')",1
441,"('company', 'back')",1
442,"('image', 'seemingly')",1
443,"('declared', 'one')",1
444,"('personality', 'declared')",1
445,"('medium', 'personality')",1
446,"('boxer', 'social')",1
447,"('nope', 'boxer')",1
448,"('peele', 'nope')",1
449,"('jordan', 'peele')",1
450,"('review', 'jordan')",1
451,"('twitter', 'review')",1
452,"('paul', 'twitter')",1
453,"('logan', 'paul')",1
454,"('inspired', 'logan')",1
455,"('seemingly', 'inspired')",1
456,"('char', 'getty')",1
457,"('back', 'started')",1
458,"('4911', 'char')",1
459,"('t', '4911')",1
460,"('battle', 't')",1
461,"('the', 'battle')",1
462,"('billion', 'the')",1
463,"('30', 'billion')",1
464,"('around', '30')",1
465,"('valuing', 'around')",1
466,"('38', 'valuing')",1
467,"('around', '38')",1
468,"('price', 'around')",1
469,"('share', 'price')",1
470,"('started', 'share')",1
471,"('375', 'billion')",1
472,"('billion', '432')",1
473,"('432', 'billion')",1
474,"('see', 'enough')",1
475,"('monday', 'testing')",1
476,"('week', 'edrive40')",1
477,"('after', 'week')",1
478,"('char', 'after')",1
479,"('11374', 'char')",1
480,"('com', '11374')",1
481,"('value', 'com')",1
482,"('core', 'value')",1
483,"('familyfriendly', 'core')",1
484,"('addition', 'familyfriendly')",1
485,"('benefit', 'addition')",1
486,"('call', 'benefit')",1
487,"('she', 'call')",1
488,"('abortion', 'she')",1
489,"('outofstate', 'abortion')",1
490,"('pay', 'outofstate')",1
491,"('benefit', 'pay')",1
492,"('employee', 'benefit')",1
493,"('company', 'employee')",1
494,"('stipend', 'company')",1
495,"('add', 'stipend')",1
496,"('hope', 'add')",1
497,"('wilson', 'hope')",1
498,"('angela', 'wilson')",1
499,"('owner', 'angela')",1
500,"('business', 'owner')",1
501,"('char', 'business')",1
502,"('2370', 'char')",1
503,"('of', '2370')",1
504,"('ownership', 'took')",1
505,"('took', 'i4')",1
506,"('i4', 'short')",1
507,"('time', 'budgeted')",1
508,"('something', 'obvious')",1
509,"('prove', 'something')",1
510,"('overtime', 'prove')",1
511,"('working', 'overtime')",1
512,"('california', 'working')",1
513,"('char', 'california')",1
514,"('6291', 'char')",1
515,"('resear', '6291')",1
516,"('controller', 'resear')",1
517,"('domain', 'controller')",1
518,"('offering', 'domain')",1
519,"('4038', 'char')",1
520,"('budgeted', '4038')",1
521,"('arrival', 'time')",1
522,"('short', 'trip')",1
523,"('hard', 'arrival')",1
524,"('game', 'hard')",1
525,"('soccer', 'game')",1
526,"('son', 'soccer')",1
527,"('destination', 'son')",1
528,"('mi', 'destination')",1
529,"('250', 'mi')",1
530,"('rt', '250')",1
531,"('est', 'rt')",1
532,"('tucson', 'est')",1
533,"('metro', 'tucson')",1
534,"('phx', 'metro')",1
535,"('trip', 'phx')",1
536,"('enough', 'of')",1
537,"('i', 'see')",1
538,"('billion', 'pote')",1
539,"('please', 'i')",1
540,"('portable', 'power')",1
541,"('energy', 'portable')",1
542,"('cost', 'energy')",1
543,"('soaring', 'cost')",1
544,"('with', 'soaring')",1
545,"('6836', 'char')",1
546,"('fo', '6836')",1
547,"('71', 'fo')",1
548,"('cagr', '71')",1
549,"('2028', 'cagr')",1
550,"('billion', '2028')",1
551,"('29886', 'billion')",1
552,"('usd', '29886')",1
553,"('reach', 'usd')",1
554,"('anticipated', 'reach')",1
555,"('2021', 'anticipated')",1
556,"('1849', 'billion')",1
557,"('usd', '1849')",1
558,"('valued', 'usd')",1
559,"('market', 'valued')",1
560,"('power', 'market')",1
561,"('global', 'solar')",1
562,"('ltd', 'global')",1
563,"('consulting', 'pvt')",1
564,"('technology', 'consulting')",1
565,"('skyquest', 'technology')",1
566,"('char', 'skyquest')",1
567,"('1014', 'char')",1
568,"('pote', '1014')",1
569,"('power', 'station')",1
570,"('station', 'useful')",1
571,"('useful', 'camping')",1
572,"('90', 'comment')",1
573,"('twitter', 'please')",1
574,"('musk', 'twitter')",1
575,"('replying', 'musk')",1
576,"('zhao', 'replying')",1
577,"('changpeng', 'zhao')",1
578,"('bos', 'changpeng')",1
579,"('binance', 'bos')",1
580,"('account', 'binance')",1
581,"('various', 'fake')",1
582,"('screenshot', 'various')",1
583,"('sharing', 'screenshot')",1
584,"('bot', 'sharing')",1
585,"('comment', 'bot')",1
586,"('yesterday', '90')",1
587,"('camping', 'provide')",1
588,"('said', 'yesterday')",1
589,"('1871', 'char')",1
590,"('2', '1871')",1
591,"('delta', '2')",1
592,"('ecoflow', 'delta')",1
593,"('the', 'ecoflow')",1
594,"('household', 'the')",1
595,"('regular', 'household')",1
596,"('power', 'regular')",1
597,"('reliable', 'power')",1
598,"('cheap', 'reliable')",1
599,"('source', 'cheap')",1
600,"('provide', 'source')",1
601,"('province', 'monday')",1
602,"('history', 't')",1
603,"('testing', 'part')",1
604,"('thought', 'dont')",1
605,"('2747', 'char')",1
606,"('tech', '2747')",1
607,"('kong', 'tech')",1
608,"('hong', 'kong')",1
609,"('the', 'hong')",1
610,"('time', 'the')",1
611,"('bitcoin', 'time')",1
612,"('purchased', 'bitcoin')",1
613,"('investor', 'purchased')",1
614,"('several', 'investor')",1
615,"('result', 'several')",1
616,"('a', 'result')",1
617,"('expectation', 'a')",1
618,"('many', 'expectation')",1
619,"('exceeded', 'many')",1
620,"('time', 'exceeded')",1
621,"('first', 'time')",1
622,"('mark', 'first')",1
623,"('50000', 'mark')",1
624,"('hit', '50000')",1
625,"('bitcoin', 'hit')",1
626,"('year', 'bitcoin')",1
627,"('last', 'year')",1
628,"('run', 'last')",1
629,"('bull', 'run')",1
630,"('crypto', 'bull')",1
631,"('during', 'crypto')",1
632,"('1658', 'char')",1
633,"('electrifica', '1658')",1
634,"('char', 'clout')",1
635,"('disingenuous', 'everyone')",1
636,"('ipo', 'key')",1
637,"('everyone', 'honest')",1
638,"('musk', 'monday')",1
639,"('5858', 'char')",1
640,"('can', '5858')",1
641,"('affirmation', 'can')",1
642,"('act', 'positive')",1
643,"('feel', 'act')",1
644,"('think', 'feel')",1
645,"('improve', 'think')",1
646,"('mind', 'improve')",1
647,"('subconscious', 'mind')",1
648,"('reprogram', 'subconscious')",1
649,"('affirmation', 'reprogram')",1
650,"('use', 'positive')",1
651,"('you', 'use')",1
652,"('hay', 'you')",1
653,"('louise', 'hay')",1
654,"('future', 'louise')",1
655,"('creating', 'future')",1
656,"('think', 'creating')",1
657,"('thought', 'think')",1
658,"('every', 'thought')",1
659,"('char', 'every')",1
660,"('5795', 'char')",1
661,"('s', '5795')",1
662,"('biggest', 's')",1
663,"('8319', 'char')",1
664,"('way', '8319')",1
665,"('different', 'way')",1
666,"('honest', 'different')",1
667,"('52bn', 'electrifica')",1
668,"('porsches', 'ipo')",1
669,"('embarked', 'wild')",1
670,"('market', 'or')",1
671,"('ambitious', 'plan')",1
672,"('ford', 'ambitious')",1
673,"('char', 'ford')",1
674,"('3791', 'char')",1
675,"('embe', '3791')",1
676,"('ember', 'embe')",1
677,"('tank', 'ember')",1
678,"('think', 'tank')",1
679,"('energy', 'think')",1
680,"('independent', 'energy')",1
681,"('according', 'independent')",1
682,"('power', 'according')",1
683,"('hub', 'solar')",1
684,"('global', 'hub')",1
685,"('become', 'global')",1
686,"('region', 'become')",1
687,"('positioning', 'region')",1
688,"('solar', 'positioning')",1
689,"('growth', 'solar')",1
690,"('exponential', 'growth')",1
691,"('see', 'exponential')",1
692,"('expected', 'see')",1
693,"('economy', 'expected')",1
694,"('biggest', 'economy')",1
695,"('asia', 'biggest')",1
696,"('five', 'asia')",1
697,"('10047', 'char')",1
698,"('includ', '10047')",1
699,"('book', 'includ')",1
700,"('plan', 'electric')",1
701,"('or', 'ford')",1
702,"('image', 'porsches')",1
703,"('ford', 'vice')",1
704,"('cunninghamgetty', 'image')",1
705,"('harold', 'cunninghamgetty')",1
706,"('photo', 'harold')",1
707,"('strategy', 'photo')",1
708,"('electrification', 'strategy')",1
709,"('52bn', 'electrification')",1
710,"('po', 'key')",1
711,"('pm', 'po')",1
712,"('240', 'pm')",1
713,"('2022', '240')",1
714,"('september', '2022')",1
715,"('05', 'september')",1
716,"('monday', '05')",1
717,"('char', 'monday')",1
718,"('4368', 'char')",1
719,"('auto', '4368')",1
720,"('american', 'auto')",1
721,"('the', 'american')",1
722,"('automaker', 'the')",1
723,"('120yearold', 'automaker')",1
724,"('near', '120yearold')",1
725,"('revive', 'near')",1
726,"('ev', 'revive')",1
727,"('explains', 'ev')",1
728,"('holycross', 'explains')",1
729,"('bob', 'holycross')",1
730,"('sustainability', 'bob')",1
731,"('president', 'sustainability')",1
732,"('vice', 'president')",1
733,"('monday', 'embarked')",1
734,"('wild', 'rant')",1
735,"('author', 'multiple')",1
736,"('image', 'pwc_venezuela')",1
737,"('xrp', 'scam')",1
738,"('promote', 'xrp')",1
739,"('order', 'promote')",1
740,"('hacked', 'order')",1
741,"('venezuela', 'hacked')",1
742,"('pwc', 'venezuela')",1
743,"('pricewaterhousecoopers', 'pwc')",1
744,"('account', 'pricewaterhousecoopers')",1
745,"('twitter', 'account')",1
746,"('official', 'twitter')",1
747,"('the', 'official')",1
748,"('7641', 'char')",1
749,"('e', '7641')",1
750,"('drycoat', 'e')",1
751,"('6316', 'char')",1
752,"('underg', '6316')",1
753,"('sector', 'underg')",1
754,"('cryptocurrencies', 'often')",1
755,"('huntaap', 'amid')",1
756,"('dave', 'huntaap')",1
757,"('char', 'dave')",1
758,"('2136', 'char')",1
759,"('socia', '2136')",1
760,"('could', 'socia')",1
761,"('so', 'could')",1
762,"('unfiltered', 'so')",1
763,"('meme', 'unfiltered')",1
764,"('mostly', 'meme')",1
765,"('opinion', 'mostly')",1
766,"('scam', 'image')",1
767,"('pwc_venezuela', 'it')",1
768,"('twitter', 'share')",1
769,"('it', 'advertising')",1
770,"('f', '10192')",1
771,"('vehicle', 'f')",1
772,"('102788', 'char')",1
773,"('ima', '102788')",1
774,"('661', 'ima')",1
775,"('imageheight', '661')",1
776,"('1041', 'imageheight')",1
777,"('imagewidth', '1041')",1
778,"('20220720', 'imagewidth')",1
779,"('imagedatecreated', '20220720')",1
780,"('60anniversarymoonphotojpg', 'imagedatecreated')",1
781,"('imagefilename', '60anniversarymoonphotojpg')",1
782,"('center', 'imagefilename')",1
783,"('space', 'center')",1
784,"('kennedy', 'space')",1
785,"('imagealttext', 'kennedy')",1
786,"('huston', 'imagealttext')",1
787,"('nasacory', 'huston')",1
788,"('image', 'nasacory')",1
789,"('imagecredit', 'image')",1
790,"('char', 'imagecredit')",1
791,"('1402', 'char')",1
792,"('ga', '1402')",1
793,"('brad', 'ga')",1
794,"('ceo', 'brad')",1
795,"('ripple', 'ceo')",1
796,"('event', 'ripple')",1
797,"('big', 'event')",1
798,"('advertising', 'big')",1
799,"('share', 'opinion')",1
800,"('personality', 'twitter')",1
801,"('rant', 'the')",1
802,"('could', 'find')",1
803,"('child', 'pornography')",1
804,"('like', 'child')",1
805,"('problem', 'like')",1
806,"('serious', 'problem')",1
807,"('face', 'serious')",1
808,"('if', 'face')",1
809,"('wrong', 'if')",1
810,"('could', 'wrong')",1
811,"('child', 'could')",1
812,"('golden', 'child')",1
813,"('industry', 'golden')",1
814,"('tech', 'industry')",1
815,"('american', 'tech')",1
816,"('era', 'american')",1
817,"('previous', 'era')",1
818,"('in', 'previous')",1
819,"('1721', 'char')",1
820,"('ceo', '1721')",1
821,"('the', 'tesla')",1
822,"('video', 'the')",1
823,"('prime', 'video')",1
824,"('amazon', 'prime')",1
825,"('debut', 'amazon')",1
826,"('made', 'debut')",1
827,"('recently', 'made')",1
828,"('series', 'recently')",1
829,"('criticise', 'series')",1
830,"('atttempt', 'criticise')",1
831,"('power', 'atttempt')",1
832,"('pornography', 'could')",1
833,"('find', 'tech')",1
834,"('popular', 'personality')",1
835,"('tech', 'talk')",1
836,"('also', 'popular')",1
837,"('musk', 'also')",1
838,"('chief', 'elon')",1
839,"('tesla', 'chief')",1
840,"('bos', 'tesla')",1
841,"('spacex', 'bos')",1
842,"('billionaire', 'spacex')",1
843,"('apart', 'billionaire')",1
844,"('char', 'apart')",1
845,"('4128', 'char')",1
846,"('show', '4128')",1
847,"('acclaimed', 'show')",1
848,"('critically', 'acclaimed')",1
849,"('the', 'critically')",1
850,"('grave', 'the')",1
851,"('turning', 'grave')",1
852,"('late', 'author')",1
853,"('twitter', 'late')",1
854,"('stating', 'twitter')",1
855,"('power', 'stating')",1
856,"('ring', 'ring')",1
857,"('fantasy', 'series')",1
858,"('new', 'fantasy')",1
859,"('criticized', 'new')",1
860,"('musk', 'criticized')",1
861,"('5069', 'char')",1
862,"('inn', '5069')",1
863,"('showcasing', 'inn')",1
864,"('talk', 'showcasing')",1
865,"('multiple', 'book')",1
866,"('he', 'author')",1
867,"('part', 'china')",1
868,"('back', 'office')",1
869,"('restaurant', 'but')",1
870,"('back', 'restaurant')",1
871,"('theater', 'back')",1
872,"('back', 'theater')",1
873,"('flying', 'back')",1
874,"('back', 'flying')",1
875,"('going', 'back')",1
876,"('re', 'going')",1
877,"('subsides', 're')",1
878,"('pandemic', 'subsides')",1
879,"('a', 'pandemic')",1
880,"('2669', 'char')",1
881,"('revolution', '2669')",1
882,"('ev', 'revolution')",1
883,"('cornerstone', 'ev')",1
884,"('brand', 'cornerstone')",1
885,"('tsla', 'the')",1
886,"('nasdaq', 'tsla')",1
887,"('inc', 'nasdaq')",1
888,"('tesla', 'inc')",1
889,"('giant', 'tesla')",1
890,"('tech', 'giant')",1
891,"('across', 'tech')",1
892,"('come', 'across')",1
893,"('inevitably', 'come')",1
894,"('space', 'almost')",1
895,"('ev', 'space')",1
896,"('vehicle', 'ev')",1
897,"('company', 'electric')",1
898,"('but', 'back')",1
899,"('office', 'well')",1
900,"('investor', 'look')",1
901,"('well', 'yes')",1
902,"('reputed', 'anal')",1
903,"('sold', 'reputed')",1
904,"('ev', 'sold')",1
905,"('new', 'ev')",1
906,"('per', 'new')",1
907,"('subsidy', 'per')",1
908,"('7500', 'subsidy')",1
909,"('u', '7500')",1
910,"('grant', 'u')",1
911,"('order', 'grant')",1
912,"('maker', 'order')",1
913,"('car', 'maker')",1
914,"('electric', 'car')",1
915,"('place', 'electric')",1
916,"('act', 'place')",1
917,"('passed', 'inflation')",1
918,"('recently', 'passed')",1
919,"('requirement', 'recently')",1
920,"('madeinusa', 'requirement')",1
921,"('despite', 'madeinusa')",1
922,"('char', 'despite')",1
923,"('7898', 'char')",1
924,"('realestate', '7898')",1
925,"('cadre', 'realestate')",1
926,"('ceo', 'cadre')",1
927,"('founder', 'ceo')",1
928,"('williams', 'founder')",1
929,"('ryan', 'williams')",1
930,"('yes', 'ryan')",1
931,"('look', 'company')",1
932,"('when', 'investor')",1
