,index,0
98,"('caught', 'camera', 'where')",1
99,"('camera', 'where', 'tesla')",1
100,"('where', 'tesla', 'get')",1
101,"('tesla', 'get', 'lithium')",1
102,"('get', 'lithium', 'asx')",1
103,"('lithium', 'asx', 'share')",1
104,"('came', 'deadly', 'earthquake')",1
105,"('lockdown', 'then', 'came')",1
106,"('via', 'tdf', 'sponsorship')",1
107,"('20', 'why', 'this')",1
108,"('tdf', 'sponsorship', 'russia')",1
109,"('sponsorship', 'russia', 'cut')",1
110,"('russia', 'cut', 'european')",1
111,"('cut', 'european', 'gas')",1
112,"('electric', 'car', 'mandate')",1
113,"('gas', 'export', 'go')",1
114,"('export', 'go', 'upstream')",1
115,"('go', 'upstream', 'for')",1
116,"('upstream', 'for', 'value')",1
117,"('for', 'value', 'ford')",1
118,"('value', 'ford', '20')",1
119,"('ford', '20', 'why')",1
120,"('why', 'this', 'turnaround')",1
121,"('covid', 'lockdown', 'then')",1
122,"('this', 'turnaround', 'is')",1
123,"('turnaround', 'is', 'simply')",1
124,"('is', 'simply', 'breathtaking')",1
125,"('simply', 'breathtaking', 'china')",1
126,"('breathtaking', 'china', 'sichuan')",1
127,"('china', 'sichuan', 'province')",1
128,"('sichuan', 'province', 'dealing')",1
129,"('province', 'dealing', 'record')",1
130,"('dealing', 'record', 'heat')",1
131,"('record', 'heat', 'wave')",1
132,"('heat', 'wave', 'covid')",1
133,"('wave', 'covid', 'lockdown')",1
134,"('car', 'mandate', 'latest')",1
135,"('tier1', 'tier05', 'tier15')",1
136,"('researchandmarketscom', 'electric', 'car')",1
137,"('solar', 'power', 'market')",1
138,"('technology', 'the', 'resizing')",1
139,"('the', 'resizing', 'retail')",1
140,"('resizing', 'retail', 'manchester')",1
141,"('retail', 'manchester', 'united')",1
142,"('manchester', 'united', 'climb')",1
143,"('united', 'climb', 'report')",1
144,"('climb', 'report', 'glazer')",1
145,"('report', 'glazer', 'family')",1
146,"('glazer', 'family', 'looking')",1
147,"('family', 'looking', '375b')",1
148,"('looking', '375b', 'sale')",1
149,"('375b', 'sale', 'solar')",1
150,"('sale', 'solar', 'power')",1
151,"('power', 'market', 'hit')",1
152,"('by', 'battery', 'technology')",1
153,"('market', 'hit', 'sale')",1
154,"('hit', 'sale', '29886')",1
155,"('sale', '29886', 'billion')",1
156,"('29886', 'billion', '2028')",1
157,"('billion', '2028', 'europe')",1
158,"('2028', 'europe', 'import')",1
159,"('europe', 'import', 'solar')",1
160,"('import', 'solar', 'module')",1
161,"('solar', 'module', 'worth')",1
162,"('module', 'worth', '2')",1
163,"('worth', '2', 'billion')",1
164,"('2', 'billion', 'from')",1
165,"('billion', 'from', 'china')",1
166,"('battery', 'technology', 'the')",1
167,"('driven', 'by', 'battery')",1
168,"('odm', 'researchandmarketscom', 'electric')",1
169,"('complaint', 'about', 'amazon')",1
170,"('before', 'musk', 's')",1
171,"('musk', 's', 'bid')",1
172,"('s', 'bid', 'noted')",1
173,"('bid', 'noted', 'middleearth')",1
174,"('noted', 'middleearth', 'and')",1
175,"('middleearth', 'and', 'tv')",1
176,"('and', 'tv', 'expert')",1
177,"('tv', 'expert', 'elon')",1
178,"('expert', 'elon', 'musk')",1
179,"('elon', 'musk', 'ha')",1
180,"('musk', 'ha', 'some')",1
181,"('ha', 'some', 'complaint')",1
182,"('some', 'complaint', 'about')",1
183,"('about', 'amazon', 'lord')",1
184,"('goal', 'driven', 'by')",1
185,"('amazon', 'lord', 'of')",1
186,"('lord', 'of', 'the')",1
187,"('of', 'the', 'ring')",1
188,"('the', 'ring', 'the')",1
189,"('ring', 'the', 'important')",1
190,"('go', 'planet', 'elon')",1
191,"('planet', 'elon', 'musk')",1
192,"('musk', 's', '20')",1
193,"('s', '20', 'million')",1
194,"('20', 'million', 'tesla')",1
195,"('million', 'tesla', 'sale')",1
196,"('tesla', 'sale', 'goal')",1
197,"('sale', 'goal', 'driven')",1
198,"('from', 'china', 'china')",1
199,"('china', 'china', 'aim')",1
200,"('china', 'aim', 'generate')",1
201,"('334', 'mile', 'china')",1
202,"('impact', 'business', 'boulder')",1
203,"('business', 'boulder', 'county')",1
204,"('boulder', 'county', 'boulder')",1
205,"('county', 'boulder', 'daily')",1
206,"('boulder', 'daily', 'camera')",1
207,"('daily', 'camera', 'i4')",1
208,"('camera', 'i4', 'edrive40')",1
209,"('i4', 'edrive40', 'owner')",1
210,"('edrive40', 'owner', 'tested')",1
211,"('owner', 'tested', 'highway')",1
212,"('tested', 'highway', 'mileage')",1
213,"('highway', 'mileage', '334')",1
214,"('mileage', '334', 'mile')",1
215,"('mile', 'china', 'autonomous')",1
216,"('aim', 'generate', '1200')",1
217,"('control', 'unit', 'dcu')",1
218,"('unit', 'dcu', 'industry')",1
219,"('dcu', 'industry', 'report')",1
220,"('industry', 'report', '2022')",1
221,"('report', '2022', 'exploration')",1
222,"('2022', 'exploration', 'five')",1
223,"('exploration', 'five', 'business')",1
224,"('five', 'business', 'model')",1
225,"('business', 'model', 'tier1')",1
226,"('model', 'tier1', 'tier05')",1
227,"('share', 'benefit', 'the')",1
228,"('tier05', 'tier15', 'odm')",1
229,"('tier15', 'odm', 'researchandmarketscom')",1
230,"('could', 'impact', 'business')",1
231,"('access', 'could', 'impact')",1
232,"('abortion', 'access', 'could')",1
233,"('colorado', 'abortion', 'access')",1
234,"('generate', '1200', 'gw')",1
235,"('1200', 'gw', 'solar')",1
236,"('gw', 'solar', 'energy')",1
237,"('solar', 'energy', '2030')",1
238,"('energy', '2030', 'ecoflow')",1
239,"('2030', 'ecoflow', 'delta')",1
240,"('ecoflow', 'delta', '2')",1
241,"('delta', '2', 'portable')",1
242,"('2', 'portable', 'power')",1
243,"('portable', 'power', 'station')",1
244,"('power', 'station', 'promise')",1
245,"('station', 'promise', 'long')",1
246,"('promise', 'long', 'life')",1
247,"('long', 'life', 'flexibility')",1
248,"('life', 'flexibility', 'elon')",1
249,"('flexibility', 'elon', 'musk')",1
250,"('musk', 'say', '90')",1
251,"('say', '90', 'twitter')",1
252,"('90', 'twitter', 'comment')",1
253,"('twitter', 'comment', 'are')",1
254,"('comment', 'are', 'botsbinance')",1
255,"('are', 'botsbinance', 'ceo')",1
256,"('botsbinance', 'ceo', 'cz')",1
257,"('ceo', 'cz', 'agrees')",1
258,"('cz', 'agrees', 'how')",1
259,"('agrees', 'how', 'colorado')",1
260,"('how', 'colorado', 'abortion')",1
261,"('asx', 'share', 'benefit')",1
262,"('plan', 'going', 'trump')",1
263,"('benefit', 'the', 'great')",1
264,"('rant', 'against', 'the')",1
265,"('way', 'how', 'you')",1
266,"('how', 'you', 'can')",1
267,"('you', 'can', 'practice')",1
268,"('can', 'practice', 'your')",1
269,"('practice', 'your', 'positive')",1
270,"('your', 'positive', 'affirmation')",1
271,"('positive', 'affirmation', 'better')",1
272,"('affirmation', 'better', 'elon')",1
273,"('better', 'elon', 'musk')",1
274,"('elon', 'musk', 'go')",1
275,"('musk', 'go', 'wild')",1
276,"('go', 'wild', 'rant')",1
277,"('wild', 'rant', 'against')",1
278,"('against', 'the', 'lord')",1
279,"('the', 'great', 'shift')",1
280,"('the', 'lord', 'ring')",1
281,"('lord', 'ring', 'ring')",1
282,"('ring', 'ring', 'power')",1
283,"('ring', 'power', 'amid')",1
284,"('power', 'amid', 'feud')",1
285,"('amid', 'feud', 'jeff')",1
286,"('jeff', 'bezos', 'repeal')",1
287,"('bezos', 'repeal', 'section')",1
288,"('repeal', 'section', '230')",1
289,"('section', '230', 'child')",1
290,"('230', 'child', 'porn')",1
291,"('child', 'porn', 'opinion')",1
292,"('porn', 'opinion', 'elon')",1
293,"('3', 'way', 'how')",1
294,"('shift', '3', 'way')",1
295,"('technological', 'shift', '3')",1
296,"('radical', 'technological', 'shift')",1
297,"('believe', 'porsche', 'ipo')",1
298,"('porsche', 'ipo', 'key')",1
299,"('ipo', 'key', 'volkswagen')",1
300,"('key', 'volkswagen', 'electrification')",1
301,"('volkswagen', 'electrification', 'strategy')",1
302,"('electrification', 'strategy', 'meitu')",1
303,"('strategy', 'meitu', 'loses')",1
304,"('meitu', 'loses', 'more')",1
305,"('loses', 'more', 'than')",1
306,"('more', 'than', '43m')",1
307,"('than', '43m', 'in')",1
308,"('43m', 'in', 'crypto')",1
309,"('in', 'crypto', 'investment')",1
310,"('crypto', 'investment', 'amid')",1
311,"('investment', 'amid', 'bear')",1
312,"('amid', 'bear', 'market')",1
313,"('bear', 'market', 'how')",1
314,"('market', 'how', 'build')",1
315,"('how', 'build', 'more')",1
316,"('build', 'more', 'clout')",1
317,"('more', 'clout', 'world')",1
318,"('clout', 'world', 's')",1
319,"('world', 's', 'secondbiggest')",1
320,"('s', 'secondbiggest', 'cryptocurrency')",1
321,"('secondbiggest', 'cryptocurrency', 'make')",1
322,"('cryptocurrency', 'make', 'radical')",1
323,"('make', 'radical', 'technological')",1
324,"('opinion', 'elon', 'musk')",1
325,"('elon', 'musk', 'blast')",1
326,"('musk', 'blast', 'how')",1
327,"('musk', 's', 'battery')",1
328,"('battery', 'promise', 'pwc')",1
329,"('promise', 'pwc', 'account')",1
330,"('pwc', 'account', 'hacked')",1
331,"('account', 'hacked', 'promote')",1
332,"('hacked', 'promote', 'xrp')",1
333,"('promote', 'xrp', 'scam')",1
334,"('xrp', 'scam', 'artemis')",1
335,"('scam', 'artemis', 'launch')",1
336,"('artemis', 'launch', 'plan')",1
337,"('launch', 'plan', 'here')",1
338,"('plan', 'here', 'nasa')",1
339,"('here', 'nasa', 's')",1
340,"('nasa', 's', 'next')",1
341,"('s', 'next', 'step')",1
342,"('next', 'step', 'united')",1
343,"('step', 'united', 'state')",1
344,"('market', 'outlook', 'forecast')",1
345,"('outlook', 'forecast', 'report')",1
346,"('forecast', 'report', '20222027')",1
347,"('report', '20222027', 'featuring')",1
348,"('20222027', 'featuring', 'key')",1
349,"('featuring', 'key', 'vendor')",1
350,"('key', 'vendor', 'exxon')",1
351,"('vendor', 'exxon', 'mobil')",1
352,"('exxon', 'mobil', 'valvoline')",1
353,"('mobil', 'valvoline', 'g')",1
354,"('valvoline', 'g', 'caltex')",1
355,"('s', 'battery', 'promise')",1
356,"('keep', 'musk', 's')",1
357,"('blast', 'how', 'men')",1
358,"('s', 'drive', 'keep')",1
359,"('how', 'men', 'are')",1
360,"('men', 'are', 'portrayed')",1
361,"('are', 'portrayed', 'new')",1
362,"('portrayed', 'new', 'lord')",1
363,"('new', 'lord', 'ring')",1
364,"('lord', 'ring', 'series')",1
365,"('ring', 'series', 'here')",1
366,"('series', 'here', 's')",1
367,"('here', 's', 'elon')",1
368,"('s', 'elon', 'musk')",1
369,"('musk', 's', 'raw')",1
370,"('s', 'raw', 'review')",1
371,"('raw', 'review', 'amazon')",1
372,"('review', 'amazon', 's')",1
373,"('amazon', 's', 'the')",1
374,"('s', 'the', 'ring')",1
375,"('the', 'ring', 'power')",1
376,"('power', 'tesla', 'chief')",1
377,"('tesla', 'chief', 'say')",1
378,"('chief', 'say', 'tolkien')",1
379,"('say', 'tolkien', 'turning')",1
380,"('turning', 'grave', 'the')",1
381,"('grave', 'the', 'important')",1
382,"('go', 'planet', 'inside')",1
383,"('planet', 'inside', 'tesla')",1
384,"('inside', 'tesla', 's')",1
385,"('tesla', 's', 'drive')",1
386,"('sustainability', 'believe', 'porsche')",1
387,"('vp', 'sustainability', 'believe')",1
388,"('chairman', 'vp', 'sustainability')",1
389,"('fluid', 'emerging', 'technology')",1
390,"('technology', 'automobile', 'industry')",1
391,"('automobile', 'industry', 'push')",1
392,"('industry', 'push', 'invehicle')",1
393,"('push', 'invehicle', 'ai')",1
394,"('invehicle', 'ai', 'robot')",1
395,"('ai', 'robot', 'demand')",1
396,"('robot', 'demand', 'state')",1
397,"('demand', 'state', 'factmr')",1
398,"('state', 'factmr', 'cylindrical')",1
399,"('factmr', 'cylindrical', 'lithiumion')",1
400,"('cylindrical', 'lithiumion', 'battery')",1
401,"('lithiumion', 'battery', 'market')",1
402,"('battery', 'market', 'shift')",1
403,"('market', 'shift', 'in')",1
404,"('shift', 'in', 'the')",1
405,"('in', 'the', 'automotive')",1
406,"('the', 'automotive', 'industry')",1
407,"('automotive', 'industry', 'to')",1
408,"('industry', 'to', 'ev')",1
409,"('to', 'ev', 'boost')",1
410,"('ev', 'boost', 'market')",1
411,"('boost', 'market', 'growth')",1
412,"('market', 'growth', 'technavio')",1
413,"('growth', 'technavio', 'hacker')",1
414,"('technavio', 'hacker', 'mess')",1
415,"('hacker', 'mess', 'with')",1
416,"('mess', 'with', 'south')",1
417,"('emerging', 'technology', 'automobile')",1
418,"('vehicle', 'fluid', 'emerging')",1
419,"('south', 'korea', 'youtube')",1
420,"('optimising', 'electric', 'vehicle')",1
421,"('great', 'shift', 'how')",1
422,"('shift', 'how', 'back')",1
423,"('how', 'back', 'office')",1
424,"('back', 'office', 'plan')",1
425,"('office', 'plan', 'going')",1
426,"('where', 'started', 'before')",1
427,"('going', 'trump', 's')",1
428,"('trump', 's', 'broadside')",1
429,"('s', 'broadside', 'electric')",1
430,"('broadside', 'electric', 'car')",1
431,"('electric', 'car', 'come')",1
432,"('car', 'come', 'tesla')",1
433,"('come', 'tesla', 'pegged')",1
434,"('tesla', 'pegged', 'biggest')",1
435,"('pegged', 'biggest', 'new')",1
436,"('biggest', 'new', 'ev')",1
437,"('new', 'ev', 'subsidy')",1
438,"('ev', 'subsidy', 'beneficiary')",1
439,"('subsidy', 'beneficiary', 'why')",1
440,"('beneficiary', 'why', 'business')",1
441,"('downturn', 'loom', 'united')",1
442,"('loom', 'united', 'state')",1
443,"('market', 'outlook', '20222027')",1
444,"('outlook', '20222027', 'increasing')",1
445,"('20222027', 'increasing', 'demand')",1
446,"('increasing', 'demand', 'optimising')",1
447,"('demand', 'optimising', 'electric')",1
448,"('with', 'south', 'korea')",1
449,"('korea', 'youtube', 'channel')",1
450,"('ceo', 'chairman', 'vp')",1
451,"('august', 'technology', 'is')",1
452,"('is', 'only', 'thing')",1
453,"('only', 'thing', 'that')",1
454,"('thing', 'that', 'can')",1
455,"('that', 'can', 'potentially')",1
456,"('can', 'potentially', 'save')",1
457,"('potentially', 'save', 'u')",1
458,"('save', 'u', 'a')",1
459,"('u', 'a', 'conversation')",1
460,"('a', 'conversation', 'brad')",1
461,"('conversation', 'brad', 'delong')",1
462,"('brad', 'delong', 'five')",1
463,"('delong', 'five', 'asia')",1
464,"('five', 'asia', 'biggest')",1
465,"('asia', 'biggest', 'economy')",1
466,"('biggest', 'economy', 'forecast')",1
467,"('economy', 'forecast', 'see')",1
468,"('forecast', 'see', 'dramatic')",1
469,"('see', 'dramatic', 'solar')",1
470,"('dramatic', 'solar', 'growth')",1
471,"('solar', 'growth', 'will')",1
472,"('growth', 'will', 'ev')",1
473,"('will', 'ev', 'ford')",1
474,"('ev', 'ford', 'revival')",1
475,"('ford', 'revival', 'the')",1
476,"('revival', 'the', 'automaker')",1
477,"('the', 'automaker', 'ceo')",1
478,"('automaker', 'ceo', 'chairman')",1
479,"('technology', 'is', 'only')",1
480,"('data', 'august', 'technology')",1
481,"('youtube', 'channel', 'to')",1
482,"('economic', 'data', 'august')",1
483,"('channel', 'to', 'play')",1
484,"('to', 'play', 'elon')",1
485,"('play', 'elon', 'musk')",1
486,"('elon', 'musk', 'crypto')",1
487,"('musk', 'crypto', 'video')",1
488,"('crypto', 'video', 'after')",1
489,"('video', 'after', '21')",1
490,"('after', '21', 'bitcoin')",1
491,"('21', 'bitcoin', 'songsheets')",1
492,"('bitcoin', 'songsheets', 'a')",1
493,"('songsheets', 'a', 'call')",1
494,"('a', 'call', 'to')",1
495,"('call', 'to', 'bitcoiners')",1
496,"('to', 'bitcoiners', 'fiat')",1
497,"('bitcoiners', 'fiat', 'delenda')",1
498,"('fiat', 'delenda', 'est')",1
499,"('delenda', 'est', 'td')",1
500,"('est', 'td', 'ameritrade')",1
501,"('td', 'ameritrade', 'investor')",1
502,"('ameritrade', 'investor', 'movement')",1
503,"('investor', 'movement', 'index')",1
504,"('movement', 'index', 'imx')",1
505,"('index', 'imx', 'rise')",1
506,"('imx', 'rise', 'amidst')",1
507,"('rise', 'amidst', 'mixed')",1
508,"('amidst', 'mixed', 'economic')",1
509,"('mixed', 'economic', 'data')",1
510,"('started', 'before', 'musk')",1
511,"('one', 'of', 'his')",1
512,"('back', 'where', 'started')",1
513,"('critique', 'on', 'life')",1
514,"('life', 'in', 'america')",1
515,"('in', 'america', 'elon')",1
516,"('america', 'elon', 'musk')",1
517,"('elon', 'musk', 'determined')",1
518,"('musk', 'determined', 'to')",1
519,"('determined', 'to', 'launch')",1
520,"('to', 'launch', '100')",1
521,"('launch', '100', 'automated')",1
522,"('100', 'automated', 'selfdriving')",1
523,"('automated', 'selfdriving', 'tesla')",1
524,"('selfdriving', 'tesla', 'across')",1
525,"('tesla', 'across', 'these')",1
526,"('across', 'these', 'country')",1
527,"('these', 'country', 'global')",1
528,"('country', 'global', 'ultracapacitors')",1
529,"('global', 'ultracapacitors', 'market')",1
530,"('ultracapacitors', 'market', 'report')",1
531,"('report', '2022', '2027')",1
532,"('2022', '2027', 'featuring')",1
533,"('2027', 'featuring', 'eaton')",1
534,"('featuring', 'eaton', 'energ2')",1
535,"('eaton', 'energ2', 'panasonic')",1
536,"('energ2', 'panasonic', 'tokin')",1
537,"('panasonic', 'tokin', 'among')",1
538,"('tokin', 'among', 'others')",1
539,"('among', 'others', 'china')",1
540,"('others', 'china', 'autonomous')",1
541,"('on', 'life', 'in')",1
542,"('a', 'critique', 'on')",1
543,"('unit', 'market', 'report')",1
544,"('vlog', 'a', 'critique')",1
545,"('mission', 'gadget', 'now')",1
546,"('gadget', 'now', 'ford')",1
547,"('now', 'ford', 'ev')",1
548,"('ford', 'ev', 'sale')",1
549,"('ev', 'sale', 'jump')",1
550,"('sale', 'jump', 'people')",1
551,"('jump', 'people', 'interested')",1
552,"('people', 'interested', 'buying')",1
553,"('interested', 'buying', 'apple')",1
554,"('buying', 'apple', 'car')",1
555,"('apple', 'car', 'tesla')",1
556,"('car', 'tesla', 'show')",1
557,"('tesla', 'show', 'poll')",1
558,"('show', 'poll', 'here')",1
559,"('poll', 'here', 'elon')",1
560,"('here', 'elon', 'musk')",1
561,"('elon', 'musk', 'pan')",1
562,"('musk', 'pan', 'amazon')",1
563,"('pan', 'amazon', 'lord')",1
564,"('amazon', 'lord', 'ring')",1
565,"('lord', 'ring', 'escalating')",1
566,"('ring', 'escalating', 'feud')",1
567,"('escalating', 'feud', 'jeff')",1
568,"('jeff', 'bezos', 'tolkien')",1
569,"('bezos', 'tolkien', 'turning')",1
570,"('turning', 'grave', 'vlog')",1
571,"('grave', 'vlog', 'a')",1
572,"('control', 'unit', 'market')",1
573,"('report', '2022', 'featuring')",1
574,"('price', 'back', 'where')",1
575,"('power', 'tesla', 'gm')",1
576,"('gm', 'called', 'potential')",1
577,"('called', 'potential', 'winner')",1
578,"('potential', 'winner', 'new')",1
579,"('winner', 'new', 'electric')",1
580,"('new', 'electric', 'vehicle')",1
581,"('electric', 'vehicle', 'legislation')",1
582,"('vehicle', 'legislation', 'an')",1
583,"('legislation', 'an', 'ultrasustainable')",1
584,"('an', 'ultrasustainable', 'home')",1
585,"('ultrasustainable', 'home', 'on')",1
586,"('home', 'on', 'an')",1
587,"('on', 'an', 'undevelopable')",1
588,"('an', 'undevelopable', 'melbourne')",1
589,"('undevelopable', 'melbourne', 'site')",1
590,"('melbourne', 'site', 'multifingered')",1
591,"('site', 'multifingered', 'active')",1
592,"('multifingered', 'active', 'grasp')",1
593,"('active', 'grasp', 'learning')",1
594,"('grasp', 'learning', 'elon')",1
595,"('learning', 'elon', 'musk')",1
596,"('elon', 'musk', 'not')",1
597,"('musk', 'not', 'a')",1
598,"('not', 'a', 'ring')",1
599,"('a', 'ring', 'power')",1
600,"('ring', 'power', 'fan')",1
601,"('power', 'fan', 'the')",1
602,"('fan', 'the', 'new')",1
603,"('tesla', 'gm', 'called')",1
604,"('male', 'ring', 'power')",1
605,"('2022', 'featuring', '14')",1
606,"('beta', 'male', 'ring')",1
607,"('featuring', '14', 'foreign')",1
608,"('14', 'foreign', 'dcu')",1
609,"('foreign', 'dcu', 'supplier')",1
610,"('dcu', 'supplier', 'dow')",1
611,"('supplier', 'dow', 'jones')",1
612,"('dow', 'jones', 'revers')",1
613,"('jones', 'revers', 'after')",1
614,"('revers', 'after', 'economic')",1
615,"('after', 'economic', 'data')",1
616,"('economic', 'data', 'oil')",1
617,"('data', 'oil', 'price')",1
618,"('oil', 'price', 'climb')",1
619,"('price', 'climb', 'on')",1
620,"('climb', 'on', 'surprise')",1
621,"('on', 'surprise', 'production')",1
622,"('surprise', 'production', 'cut')",1
623,"('production', 'cut', 'tolkien')",1
624,"('cut', 'tolkien', 'turning')",1
625,"('turning', 'grave', 'elon')",1
626,"('grave', 'elon', 'musk')",1
627,"('elon', 'musk', 'stokes')",1
628,"('musk', 'stokes', 'bezos')",1
629,"('stokes', 'bezos', 'rivalry')",1
630,"('bezos', 'rivalry', 'bashing')",1
631,"('rivalry', 'bashing', 'amazon')",1
632,"('bashing', 'amazon', 'beta')",1
633,"('amazon', 'beta', 'male')",1
634,"('1', 'mission', 'gadget')",1
635,"('artemis', '1', 'mission')",1
636,"('s', 'artemis', '1')",1
637,"('power', 'station', 'charger')",1
638,"('charger', '140', 'new')",1
639,"('140', 'new', 'green')",1
640,"('new', 'green', 'deal')",1
641,"('green', 'deal', 'how')",1
642,"('deal', 'how', 'many')",1
643,"('how', 'many', 'people')",1
644,"('many', 'people', 'were')",1
645,"('people', 'were', 'born')",1
646,"('were', 'born', 'year')",1
647,"('born', 'year', 'you')",1
648,"('year', 'you', 'were')",1
649,"('you', 'were', 'born')",1
650,"('were', 'born', 'indian')",1
651,"('born', 'indian', 'gautam')",1
652,"('indian', 'gautam', 'adani')",1
653,"('gautam', 'adani', 's')",1
654,"('adani', 's', 'rise')",1
655,"('s', 'rise', 'world')",1
656,"('rise', 'world', 's')",1
657,"('world', 's', 'thirdrichest')",1
658,"('s', 'thirdrichest', 'came')",1
659,"('thirdrichest', 'came', 'stock')",1
660,"('came', 'stock', 'jump')",1
661,"('stock', 'jump', 'topped')",1
662,"('jump', 'topped', '1000')",1
663,"('topped', '1000', 'uk')",1
664,"('1000', 'uk', 'firm')",1
665,"('station', 'charger', '140')",1
666,"('20a', 'power', 'station')",1
667,"('nasa', 's', 'artemis')",1
668,"('panel', '20a', 'power')",1
669,"('blackout', 'fear', 'create')",1
670,"('fear', 'create', 'conflict')",1
671,"('create', 'conflict', 'electric')",1
672,"('conflict', 'electric', 'car')",1
673,"('electric', 'car', 'user')",1
674,"('car', 'user', 'elon')",1
675,"('user', 'elon', 'musk')",1
676,"('elon', 'musk', 'told')",1
677,"('musk', 'told', 'trump')",1
678,"('told', 'trump', 'sail')",1
679,"('trump', 'sail', 'sunset')",1
680,"('sail', 'sunset', 'former')",1
681,"('sunset', 'former', 'president')",1
682,"('former', 'president', 'tell')",1
683,"('president', 'tell', 'supporter')",1
684,"('tell', 'supporter', 'time')",1
685,"('supporter', 'time', 'get')",1
686,"('time', 'get', 'rid')",1
687,"('get', 'rid', 'electric')",1
688,"('rid', 'electric', 'car')",1
689,"('electric', 'car', 'pennsylvania')",1
690,"('car', 'pennsylvania', 'rally')",1
691,"('pennsylvania', 'rally', 'rant')",1
692,"('rally', 'rant', 'foldable')",1
693,"('rant', 'foldable', 'solar')",1
694,"('foldable', 'solar', 'panel')",1
695,"('solar', 'panel', '20a')",1
696,"('uk', 'firm', 'take')",1
697,"('firm', 'take', 'apple')",1
698,"('take', 'apple', 'iphone14')",1
699,"('apple', 'iphone14', 'elon')",1
700,"('worker', 'say', 'would')",1
701,"('say', 'would', 'end')",1
702,"('would', 'end', 'pay')",1
703,"('end', 'pay', 'forward')",1
